,FIGHTER,DOB,HEIGHT,REACH,STANCE,FIGHTER_ID
349,Donald Cerrone,1983-03-29,185.42,185.42,ORT,1d00756835ca67c9
350,Jared Chaffee,1984-12-15,177.8,177.8,,fdf59144e535bc38
351,Luan Chagas,1993-06-17,182.88,190.5,ORT,9ccf8371fd80d45d
352,Ansar Chalangov,1979-10-30,175.26,175.26,ORT,7342fcc41a4817fa
353,Alex Chambers,1978-10-25,160.02,160.02,SOU,26b63bc5c0c1f65d
354,Michael Chandler,1986-04-24,172.72,175.26,,4b93a88f3b1de35b
355,Donnie Chappell,,180.34,180.34,SOU,8788beb528894f33
356,Joe Charles,1958-07-16,185.42,185.42,SOU,19ffeb5e3fffd6d5
357,Dan Charles,1985-09-24,187.96,187.96,,32a4f1235f0dad73
358,Ernest Chavez,1983-06-27,172.72,177.8,ORT,b406da701c479076
359,Emilio Chavez,1986-12-18,175.26,177.8,,84e8920e59ff14a7
360,Danny Chavez,1987-03-14,172.72,170.18,ORT,0de720c0f1d4ab9c
361,Gabriel Checco,1986-04-03,185.42,181.61,SWI,9c5f7d5c6d084b35
362,Albert Cheng,1985-02-07,180.34,179.07,ORT,d8d7b24d276c8cb0
363,Fabio Cherant,1994-11-25,185.42,193.04,SOU,78a68f1dade6aaf7
364,Ion Cherdivara,,,,,c713a845360d604b
365,Mark Cherico,1986-05-12,170.18,175.26,ORT,79a193111e3bc99b
366,Macy Chiasson,1991-07-27,180.34,182.88,ORT,9cdd2da1a9104a0b
367,Michael Chiesa,1987-12-07,185.42,190.5,SOU,c58f51dedb310998
368,Giga Chikadze,1988-08-25,182.88,187.96,ORT,9560ff14eb3129f7
369,Khamzat Chimaev,1994-05-01,187.96,190.5,ORT,767755fd74662dbf
370,Sako Chivitchian,1984-03-11,180.34,180.34,,9f7787e56a6bc0f4
371,Mu Bae Choi,1970-06-27,187.96,187.96,ORT,371a1c91b24dec2b
372,Hong Man Choi,1980-10-30,218.44,218.44,ORT,2c104b7e59a72629
373,Dooho Choi,1991-04-10,177.8,177.8,ORT,e93b04e308913c2e
374,SeungWoo Choi,1992-11-03,182.88,187.96,ORT,a68575214ecad140
375,John Cholish,1983-12-17,180.34,187.96,ORT,03c9994c5b8958ec
376,Ryo Chonan,1976-10-08,175.26,177.8,ORT,55a7b2d4e54ffac9
377,Katlyn Chookagian,1988-12-28,175.26,172.72,ORT,e872e9a9a902c045
378,Will Chope,1990-09-08,193.04,193.04,SWI,db5dc7cb80d7d418
379,Joachim Christensen,1978-11-07,190.5,193.04,ORT,2d447cc91bdaa545
380,Dan Christison,1972-04-26,203.2,203.2,ORT,b369533a577fa97c
381,Anthony Christodoulou,1987-07-30,175.26,182.88,ORT,4f11e9ce318ffbcb
382,Murad Chunkaiev,,180.34,180.34,ORT,d4a12dfa4067742f
383,Cameron Church,1990-09-27,180.34,182.88,ORT,f197ce0cbe69996d
384,Steven Ciaccio,1990-01-23,182.88,182.88,,eaebaa6801338ea1
385,Mike Ciesnolevicz,1979-10-28,182.88,187.96,ORT,51b0bb73a1da34bc
386,Hannah Cifers,1992-06-26,154.94,157.48,ORT,2244d9a2b64b8c3b
387,Branko Cikatic,1954-10-03,185.42,185.42,ORT,4e5bbc4566049cbf
388,Nikolajus Cilkinas,,,,ORT,3f3550bf126a5721
389,Misha Cirkunov,1987-02-27,190.5,195.58,ORT,67f272324a030d00
390,Johnny Cisneros,1980-02-05,180.34,184.15,,42611508ba8c3298
391,Laverne Clark,1973-12-02,180.34,180.34,ORT,1c2f2571b18791b6
392,Logan Clark,1985-02-16,187.96,187.96,ORT,6776260cb0aef647
393,Mychal Clark,,190.5,190.5,ORT,69108cb8b32efe04
394,Dominic Clark,1985-08-01,177.8,177.8,,8a64b3f87ad29d1e
395,Heather Clark,1980-09-19,167.64,162.56,ORT,dd4c16777fb2ccf9
396,Devin Clark,1990-04-12,182.88,190.5,ORT,cc7040fe76f0ef91
397,Jessica-Rose Clark,1987-11-28,165.1,162.56,ORT,6c8072b61c276e67
398,John Clarke,1977-08-15,,,,a77c71a574132188
399,Mitch Clarke,1985-11-24,177.8,185.42,ORT,c76ec2bc3a57666a
400,Rich Clementi,1976-03-31,175.26,182.88,SOU,7d21de9c6d7c98b2
401,Chris Clements,1976-02-09,177.8,177.8,ORT,e5ecaf884b6da2bc
402,RJ Clifford,,175.26,175.26,,8e32bfcff3ec1717
403,Josh Clopton,1981-07-11,167.64,172.72,ORT,48e96d9cea6d4ab0
404,Brian Cobb,1980-09-03,180.34,182.88,ORT,3138fab619faf4d1
405,Darryl Cobb,1980-08-04,175.26,177.8,,dc6d8256ee3dfba5
406,Dave Cochran,1973-05-10,167.64,167.64,,6dbb1107de9a4a08
407,Dakota Cochrane,1986-05-01,172.72,182.88,,8fa7e0bc052185ce
408,Marloes Coenen,1981-03-31,175.26,170.18,,0b77a05bcbd2de74
409,Marc Cofer,1972-03-03,187.96,187.96,,e90d9d0681270953
410,John Cofer,1984-04-29,175.26,185.42,SOU,8b260672a21d1fd6
411,Chris Coggins,1989-10-09,175.26,180.34,,a0c29b13f7a5df32
412,Felipe Colares,1994-03-31,172.72,175.26,ORT,dbac0a413af64bbe
413,Wayne Cole,1971-01-06,185.42,185.42,ORT,2eab7a6c8b0ed8cc
414,Devin Cole,1976-10-01,193.04,204.47,ORT,1174782eacde9b0c
415,Coltin Cole,1989-04-24,187.96,187.96,,cecd72feb0d640e3
416,Ivan Cole,1990-11-30,175.26,175.26,,987b80f57190d6d0
417,Mark Coleman,1964-12-20,185.42,190.5,ORT,21b8a0f5c231096f
418,Cortez Coleman,1982-01-28,185.42,175.26,,ffb20ae0db47ebe6
419,Clay Collard,1993-03-10,180.34,185.42,ORT,cc900c6a71ed23f3
420,Jamie Colleen,1985-11-02,160.02,165.1,ORT,6b64db453edf4c50
421,Jake Collier,1988-10-25,190.5,198.12,ORT,92fa1401b7927da3
422,Christian Colombo,1980-07-01,195.58,203.2,ORT,9123c54d0a2b72dd
423,Wes Combs,1973-06-18,187.96,187.96,ORT,a85998eb79650b2c
424,Carlos Condit,1984-04-26,187.96,190.5,ORT,f9f07bb5a43535ed
425,Chris Condo,,182.88,182.88,ORT,41e77dc504a192c6
426,Tristan Connelly,1985-12-12,177.8,172.72,ORT,2ebfbe72ed703925
427,Marcos Conrado Jr.,1982-03-14,187.96,189.23,ORT,d450769115a193c2
428,Jeremiah Constant,1974-07-19,185.42,185.42,ORT,18f5669a92e99d92
429,Jonathan Contrestano,1987-11-27,180.34,180.34,,06d4eb8123087123
430,Bob Cook,,175.26,175.26,ORT,1c061eb6e29eaa0a
431,Mike Cook,1981-10-07,185.42,185.42,ORT,3ab0df1ddd5f1dc2
432,Chad Cook,1979-11-07,187.96,187.96,,e6daf9cdbf0da889
433,TJ Cook,1982-09-08,180.34,181.61,,fa238ecfd048f7d8
434,Dewey Cooper,1974-11-10,182.88,182.88,,5efaaf313b652dd7
435,Brett Cooper,1987-07-02,182.88,183.9,ORT,88ffe9745e218dd8
436,Bill Cooper,1984-05-05,180.34,180.34,,78bd6940d093fd33
437,Bobby Cooper,1986-06-13,185.42,182.88,,1b51895e5572cfda
438,Amanda Cooper,1991-10-22,160.02,162.56,SWI,d4a31850a7457f1b
439,Kit Cope,1977-03-17,182.88,182.88,ORT,ce47f49e5c386a9c
440,Chris Cope,1983-03-05,182.88,182.88,ORT,8c8c92a12621d7e0
441,Josh Copeland,1982-10-20,185.42,190.5,ORT,3aa794cbe1e3484b
442,Michael Cora,1989-08-24,185.42,195.58,SOU,2b91eff985b532cd
443,Akira Corassani,1982-08-27,172.72,172.72,ORT,3f52ce18fb98008f
444,Muhsin Corbbrey,1978-05-18,177.8,177.8,ORT,1f9344211ca7fd60
445,Daniel Cormier,1979-03-20,180.34,182.88,ORT,d967f0128c323de6
446,Clint Coronel,1981-06-15,175.26,175.26,,fe67cd6423f7a8ad
447,Henry Corrales,1986-08-11,175.26,177.8,,7cb0946d51b8cde7
448,Bethe Correia,1983-06-22,165.1,162.56,ORT,673ea7dcc786b1b3
449,Wesley Correira,1978-11-11,190.5,190.5,ORT,4e9fb05d7e5e61b8
450,Tracy Cortez,1993-12-10,165.1,165.1,ORT,68d4a891e5cf2029
451,Chad Corvin,,195.58,195.58,,1267b631db78665a
452,Louis Cosce,1995-08-28,175.26,180.34,ORT,afe8d5b39ff7fca2
453,Orion Cosce,1994-07-15,180.34,180.34,SWI,2c010b26a3306969
454,Miguel Cosio,1981-02-18,193.04,193.04,,d150c6fbdb7687f4
455,Jadson Costa,,170.18,170.18,ORT,222d6b547de2e035
456,Guilherme Costa,1997-07-07,177.8,177.8,ORT,28877eddb1c0b967
457,Paulo Costa,1991-04-21,185.42,182.88,ORT,2e5c2aa8e4ab9d82
458,Randy Costa,1994-07-06,175.26,185.42,SWI,325ad0dd9126d3df
459,Patrick Cote,1980-02-29,180.34,190.5,ORT,9fa3bd637edd9aa2
460,JC Cottrell,1989-11-04,175.26,180.34,ORT,3ec1e4ba98c9c85a
461,JR Coughran,1994-05-17,167.64,180.34,ORT,8112c9a23dccc759
462,Rashad Coulter,1981-11-27,180.34,193.04,ORT,d1528ac5675558b1
463,Dave Courchaine,1983-02-08,172.72,172.72,,79ab17db3b40831a
464,Randy Couture,1963-06-22,185.42,190.5,ORT,0aa92558424ced9e
465,Kim Couture,1975-12-18,172.72,172.72,ORT,84c43f0d25f15b0b
466,Ryan Couture,1982-08-27,177.8,185.42,ORT,46fd223e3ced39b3
467,Nikk Covert,1969-08-04,172.72,172.72,,400c7b43c86d27d3
468,Colby Covington,1988-02-22,180.34,182.88,ORT,dc9572dd6ec74859
469,Jeff Cox,1968-08-02,177.8,177.8,ORT,c9bbf1a0285a8076
470,Nathan Coy,1978-07-24,177.8,175.26,SOU,15ec018d144710db
471,Andrew Craig,1986-01-15,185.42,193.04,ORT,8a70ceb3edbe757b
472,Paul Craig,1987-11-27,190.5,193.04,ORT,eabf206b162b3b83
473,Dan Cramer,1985-10-31,187.96,190.5,ORT,480b702debcb5433
474,Alberto Crane,1976-07-14,165.1,165.1,ORT,25433871e4eee0f4
475,Tim Credeur,1977-07-09,190.5,190.5,ORT,89b8d1bf1ff09d1d
476,Paul Creighton,1970-06-04,167.64,167.64,SOU,ed73c85164a5f5a4
477,Alexander Crispim,,,,,15dedd05f8bcb475
478,Alex Crispin,,,,,8944a0f9b2f0ce6d
479,Kevin Croom,1987-07-15,180.34,185.42,ORT,35b3772629e27a49
480,Ken Cross,1994-10-04,182.88,182.88,SOU,923767209632e08a
481,Jeff Crotty,1984-10-02,172.72,175.26,,98601a40e9d96047
482,Allen Crowder,1989-11-08,190.5,193.04,ORT,a9d6e047ce48ab63
483,Daron Cruickshank,1985-06-11,172.72,182.88,SWI,5f99b2bafb10305f
484,Richard Crunkilton,1979-11-25,170.18,170.18,ORT,22ee260735da0d58
485,Jimmy Crute,1996-03-04,187.96,187.96,ORT,70e1f8a821b72c8b
486,Marcio Cruz,1978-04-24,193.04,208.28,ORT,6aa1cbc1466e9a0b
487,Dominick Cruz,1985-03-09,172.72,172.72,ORT,10f3ba6cd2f44a97
488,Aalon Cruz,1989-09-20,182.88,198.12,SWI,003d82fa384ca1d0
489,Jay Cucciniello,1986-07-23,170.18,172.72,ORT,683ea28a198936fe
490,Josh Culibao,1994-05-24,177.8,185.42,ORT,6751eacd16bd59bc
491,Chris Culley,1986-03-25,177.8,177.8,,e59b13321562eed3
492,Abel Cullum,1987-04-21,170.18,175.26,ORT,2f8f3c69522db931
493,Zak Cummings,1984-08-02,182.88,190.5,SOU,4ba8d454f762005d
494,Everett Cummings,1986-11-16,180.34,190.5,,05e4be525cb3578c
495,Patrick Cummins,1980-11-16,187.96,193.04,ORT,e51e5cb722bd47a8
496,Luke Cummo,1980-04-27,182.88,187.96,ORT,93ce4ac89e3d7652
497,Alton Cunningham,1993-06-24,187.96,195.58,ORT,305bde44ff664788
498,Larry Cureton,,187.96,187.96,ORT,46f11d15c0134fe3
499,Jeff Curran,1977-09-02,167.64,175.26,ORT,a8ea84cbe1655f0a
500,Kailin Curran,1991-04-11,162.56,165.1,ORT,05b43e0ead3df345
501,Pat Curran,1987-08-31,175.26,179.07,,d8291d0dd63da29c
502,Chris Curtis,1987-07-15,177.8,190.5,ORT,5442f1bc4b47eaf3
503,Ion Cutelaba,1993-12-14,185.42,190.5,SOU,cd13728ae1151f46
504,Gleidson Cutis,1989-02-07,175.26,177.8,ORT,44a94bbde42246e4
505,Tom Aaron,1978-07-13,172.72,172.72,,93fe7332d16c6ad9
506,Danny Abbadi,1983-07-03,180.34,180.34,ORT,15df64c02b6b0fde
507,David Abbott,1965-07-16,182.88,182.88,SWI,b361180739bed4b0
508,Shamil Abdurakhimov,1981-09-02,190.5,193.04,ORT,2f5cbecbbe18bac4
509,Hiroyuki Abe,1970-02-09,167.64,167.64,ORT,c0ed7b208197e8de
510,Daichi Abe,1991-11-27,180.34,180.34,ORT,5140122c3eecd307
511,Papy Abedi,1978-06-30,180.34,187.96,SOU,c9f6385af6df66d7
512,Ricardo Abreu,1984-04-27,180.34,185.42,ORT,aa6e591c2a2cdecd
513,Klidson Abreu,1992-12-24,182.88,187.96,ORT,7279654c7674cd24
514,Daniel Acacio,1977-12-27,172.72,172.72,ORT,1c5879330d42255f
515,Scott Adams,1974-07-16,182.88,182.88,SOU,2620f3eb21c79614
516,Juan Adams,1992-01-16,195.58,203.2,ORT,83b00f7597e5ac83
517,Anthony Adams,1988-01-13,185.42,193.04,ORT,a77633a989013265
518,Zarrukh Adashev,1992-07-29,165.1,165.1,SOU,79cb2a690b9ba5e8
519,Israel Adesanya,1989-07-22,193.04,203.2,SWI,1338e2c7480bdf9e
520,Sam Adkins,1965-04-26,190.5,190.5,ORT,0e9869d712e81f8f
521,Nick Agallar,1979-01-13,172.72,172.72,ORT,ebc5af72ad5a28cb
522,Mariya Agapova,1997-04-07,167.64,172.72,SOU,a08ddd04eaffd81d
523,Marcelo Aguiar,,177.8,177.8,ORT,44aa652b181bcf68
524,Fabio Aguiar,1988-02-10,182.88,182.88,,501821d7fb7b95c1
525,Edwin Aguilar,2016-11-24,177.8,177.8,,6cadc0a0ba7dc015
526,Jessica Aguilar,1982-05-08,160.02,160.02,ORT,8f382b3baa954d2a
527,Kevin Aguilar,1988-09-07,170.18,185.42,ORT,cf946e03ba2e7666
528,Christian Aguilera,1991-11-25,175.26,182.88,SWI,ae071698e1a3ccd4
529,Mike Aina,1980-12-25,175.26,175.26,ORT,9e3dbb9c68ed5d1a
530,Hitomi Akano,1974-07-27,162.56,154.94,SOU,2eada40ac8801559
531,Omari Akhmedov,1987-10-12,182.88,185.42,ORT,16690d100f995f8f
532,Yoshihiro Akiyama,1975-07-29,177.8,190.5,ORT,b0550072e5f0afa7
533,Rostem Akman,1991-12-19,177.8,182.88,SWI,1fc64507a0cb38cf
534,Razak Al-Hassan,1982-05-14,187.96,200.66,ORT,38b50fd1e1b5b656
535,Mostapha Al-Turk,1973-07-14,187.96,195.58,ORT,1cf1310684a841f5
536,Herdem Alacabek,1991-06-07,187.96,190.5,ORT,7578cc6bd750206b
537,Javi Alanis,,167.64,167.64,,2144954270be834d
538,Heili Alateng,1991-12-14,165.1,167.64,ORT,1897b7b913736a7c
539,Amir Albazi,1993-10-27,165.1,172.72,ORT,6d35bf94f7d30241
540,Brett Albee,,190.5,190.5,,9b28292abe3166d5
541,John Albert,1986-10-13,172.72,172.72,ORT,7bd94b60d7521e4a
542,Junior Albini,1991-03-15,190.5,187.96,ORT,c482c8605455a213
543,Wes Albritton,,177.8,177.8,ORT,184b955181bdef52
544,Aleksandra Albu,1990-07-14,157.48,160.02,ORT,e76d9f656ceb82ab
545,Israel Albuquerque,,,,ORT,dd1b90eea08887f6
546,Juan Alcain,,,,,39f62b833e4cf126
547,Iuri Alcantara,1980-08-04,175.26,180.34,SOU,2f95a3c6d58b2aad
548,Ildemar Alcantara,1982-11-18,187.96,198.12,ORT,7c6e87729e824ef4
549,Alfonso Alcarez,1970-06-10,160.02,160.02,,1e38bba6738b7b10
550,Gilbert Aldana,1977-08-25,185.42,185.42,ORT,d26934530dc5b248
551,Irene Aldana,1988-03-26,175.26,172.72,ORT,578ef12674df1e6a
552,Hector Aldana,1988-08-17,180.34,182.88,ORT,c487223b0289bda9
553,Jose Aldo,1986-09-09,170.18,177.8,ORT,d0f3959b4a9747e6
554,JJ Aldrich,1992-09-29,165.1,170.18,SOU,6fd953151d981979
555,Jim Alers,1986-10-14,175.26,180.34,ORT,fe5a9547479396ab
556,John Alessio,1979-07-05,177.8,182.88,ORT,7a15f3694c5cbc02
557,Houston Alexander,1972-03-22,182.88,182.88,ORT,0541480fbf719d86
558,Kenneth Alexander,1977-09-25,175.26,175.26,ORT,8fd76e1b49c00ae2
559,Marcio Alexandre Junior,1989-05-05,182.88,190.5,SOU,d53482bef23235ba
560,Olaf Alfonso,1974-08-06,187.96,187.96,ORT,b757c73f443d4fca
561,Pablo Alfonso,1983-05-09,172.72,175.26,,4b37a0bc2ab4cae1
562,Levi Alford,,,,,41b34b7f11f6d085
563,Bill Algeo,1989-06-09,182.88,185.42,SWI,9abc648e76c4493a
564,Royce Alger,1965-03-06,177.8,177.8,ORT,669a3cb6e394f515
565,Amir Aliakbari,1984-06-10,190.5,190.5,,e17770faae3ca54c
566,Sultan Aliev,1984-09-17,180.34,187.96,ORT,e70de1859b7ee78e
567,John Allan,1993-02-22,190.5,190.5,ORT,6ebe96a116e79e52
568,George Allen,1967-01-13,187.96,187.96,SWI,1e13936d708bcff7
569,Arnold Allen,1994-01-22,172.72,177.8,SOU,040a74bb0a465c54
570,Brendan Allen,1995-12-28,187.96,190.5,ORT,2f181c0467965b98
571,Ben Alloway,1981-02-19,180.34,193.04,ORT,c4fe2e9a06ea5bcb
572,Ricardo Almeida,1976-11-29,182.88,187.96,ORT,91186547a7f3f758
573,Magno Almeida,1985-06-06,182.88,182.88,,d615d6a10a4704cd
574,Thomas Almeida,1991-07-31,170.18,177.8,SOU,2b074403b7c6cdb4
575,Ericka Almeida,1989-03-05,167.64,172.72,ORT,67a992d4cff22466
576,Estefani Almeida,1988-10-17,162.56,167.64,ORT,f16ddfa31236efed
577,Mauricio Alonso,1980-02-27,187.96,189.23,,c6bf75775b278ed8
578,Sarah Alpar,1991-06-01,162.56,160.02,SOU,49b130de1da2e1bf
579,Ali AlQaisi,1990-09-23,167.64,172.72,ORT,e87a13e02c01331d
580,Rico Altamirano,,177.8,177.8,,c61b49cec6abd6b9
581,Mike Altman,,177.8,177.8,ORT,c11036da9162cb5f
582,Sean Alvarez,1971-07-14,182.88,182.88,ORT,e741536153227386
583,Eddie Alvarez,1984-01-11,175.26,175.26,ORT,33a331684283900f
584,Jaime Alvarez,1988-03-08,172.72,175.26,ORT,4438482bd1d5a029
585,Joel Alvarez,1994-03-02,190.5,195.58,ORT,58bbef3770bb2dfc
586,Thiago Alves,1983-10-03,175.26,177.8,ORT,31ee470ef5dc8d7f
587,Anthony Alves,,,,,bd92cf5da5413d2a
588,Amilcar Alves,1988-08-08,182.88,182.88,SOU,dc5a6b2fdb27e7dc
589,Warlley Alves,1991-01-04,180.34,182.88,ORT,d317a5e2b3f88c5f
590,Rafael Alves,1990-10-11,172.72,172.72,ORT,029afd138865d20a
591,Sam Alvey,1986-05-06,187.96,190.5,SOU,d156513a19acf856
592,Andre Amado,,182.88,182.88,ORT,20821819c401ced8
593,Adlan Amagov,1986-10-30,187.96,193.04,ORT,1e327b281ef6a745
594,Maiara Amanajas dos Santos,1987-07-11,165.1,165.1,SOU,247fbbfafea60bb1
595,Chris Amarante,,,,,ee0b69e307c857e5
596,Jimmy Ambriz,1970-01-26,187.96,187.96,SOU,c912f676692c353a
597,JJ Ambrose,1987-02-06,177.8,176.53,ORT,d562b12b8fe88336
598,Alen Amedovski,1988-04-06,177.8,187.96,ORT,70fa1c64a2c439ef
599,Makwan Amirkhani,1988-11-08,177.8,182.88,SOU,87a1dc546b1c5caf
600,Bertrand Amoussou,,172.72,172.72,ORT,53adf5b845d91e4a
601,Karl Amoussou,1985-11-21,180.34,177.8,ORT,23a8c33869bf5392
602,Eryk Anders,1987-04-21,185.42,190.5,SOU,cad24459b28592ca
603,Matt Andersen,1971-05-29,187.96,187.96,SOU,8738eacd62e82a32
604,Andy Anderson,1974-07-16,167.64,167.64,,9199e0735b83dd32
605,Lowell Anderson,,167.64,167.64,ORT,1ffc38f67785797b
606,Corey Anderson,1989-09-22,190.5,200.66,ORT,5e4eec08896c9423
607,Derek Anderson,1990-02-02,182.88,187.96,,19ba965651486013
608,Megan Anderson,1990-02-11,182.88,182.88,ORT,a0e75f4a13eb73f1
609,Alex Andrade,1974-05-14,180.34,180.34,ORT,1562b12763cc8d67
610,Jessica Andrade,1991-09-25,154.94,157.48,ORT,6a1901c62ab3870f
611,Viscardi Andrade,1984-03-08,180.34,190.5,ORT,d221ee27afc7a60e
612,Jermaine Andre,1973-07-16,170.18,170.18,ORT,9bad58fa651d6196
613,Dylan Andrews,1979-11-15,185.42,187.96,SWI,00debc804e2b1cd4
614,Reese Andy,1973-03-31,182.88,182.88,ORT,46e2ca71fd5089cb
615,Julius Anglickas,1991-07-23,190.5,195.58,ORT,e20ad078a7d63361
616,Collin Anglin,1993-02-20,175.26,180.34,ORT,047a91d3d9c79b05
617,Yoji Anjo,1967-03-28,180.34,180.34,ORT,e06fd1260ac865a7
618,Magomed Ankalaev,1992-06-02,190.5,190.5,ORT,d802174b0c0c1f4e
619,Nina Ansaroff,1985-12-03,165.1,162.56,ORT,d343df8ba11f4c4e
620,Gadzhimurad Antigulov,1987-02-09,180.34,177.8,ORT,af997f7611673880
621,Adam Antolin,1982-02-28,165.1,160.02,ORT,25b31165758402dd
622,Angelo Antonio,,,,ORT,dbd198f780286aca
623,Azunna Anyanwu,1981-08-05,185.42,180.34,ORT,78d48d3874dacafd
624,Shinsho Anzai,1985-12-01,170.18,177.8,ORT,4665f9f909cd7214
625,Shinya Aoki,1983-05-09,180.34,180.34,SOU,79ded75550efc139
626,Josh Appelt,1983-06-19,177.8,185.42,SOU,0c1a04afca64e38f
627,Erik Apple,1977-08-26,182.88,182.88,ORT,1ccff7f0cfdf85eb
628,Kenji Arai,1979-10-05,177.8,177.8,SOU,269d103c96a4c3a5
629,Romie Aram,1977-12-02,177.8,177.8,ORT,73ef22f25d0f70e2
630,Felipe Arantes,1988-02-09,172.72,185.42,ORT,71002dbc1743b9a7
631,Igor Araujo,1980-12-06,185.42,195.58,ORT,dbea8c1cb327ab3d
632,Viviane Araujo,1986-11-21,162.56,172.72,ORT,36541f1e6c5d4955
633,Julio Arce,1989-10-27,170.18,177.8,SOU,1291edf2d566a71a
634,Art Arciniega,1981-10-15,172.72,172.72,,d25e39e74efb0a77
635,Tristan Arenal,1985-03-06,175.26,175.26,,9c9455912d917e4e
636,Andrei Arlovski,1979-02-04,190.5,195.58,ORT,3738e68d2261e60f
637,Joey Armstrong,,,,,30ad2050273d016a
638,Austin Arnett,1991-10-22,182.88,182.88,ORT,bf0e700106d00e55
639,Ricardo Arona,1978-07-17,180.34,180.34,ORT,05fbfe628658c538
640,Chalid Arrab,1975-05-28,180.34,180.34,ORT,770b9d4813c25902
641,Akbarh Arreola,1983-01-14,177.8,180.34,SOU,c136b2a8852da5bd
642,Matt Arroyo,1982-09-01,177.8,182.88,ORT,de62052b2ede65ba
643,Antonio Arroyo,1989-07-01,190.5,185.42,ORT,61fb8098ccf81c7f
644,Gilles Arsene,,175.26,175.26,SOU,2dea80c069847321
645,Veta Arteaga,1987-11-07,170.18,162.56,,91e3388e69060e69
646,Cesar Arzamendia,1991-01-31,180.34,180.34,ORT,49f78022126bf4a4
647,Teddy Ash,1989-12-27,185.42,185.42,SWI,a373085066dbfb54
648,Arman Ashimov,1992-01-14,167.64,167.64,,d26a0988c9dc9886
649,Askar Askarov,1992-10-09,167.64,170.18,ORT,b1d19449397541dc
650,Cyril Asker,1985-12-24,182.88,187.96,ORT,9be6020024133293
651,Scott Askham,1988-05-20,190.5,190.5,SOU,06827d70c53ff0d9
652,Ben Askren,1984-07-18,180.34,185.42,ORT,0b31f87be71ebbb1
653,Ibo Aslan,1996-04-23,190.5,190.5,,6e8f1bcdda94ff45
654,Tom Aspinall,1993-04-11,195.58,198.12,ORT,399afbabc02376b5
655,Bruno Assis,1992-05-23,187.96,195.58,ORT,ff222167cce02919
656,Junior Assuncao,1981-06-24,175.26,182.88,ORT,d0d7160824278840
657,Raphael Assuncao,1982-07-19,165.1,167.64,ORT,2f13e4020cea5b38
658,Bazigit Atajev,,185.42,185.42,ORT,fd7acf42bd6e7e95
659,Rich Attonito,1977-06-16,177.8,182.88,ORT,210935fd21670f6d
660,Olivier Aubin-Mercier,1989-02-23,175.26,177.8,SOU,55ee431411ccf07a
661,Pat Audinwood,1986-04-16,182.88,187.96,ORT,196ed28337adc630
662,Jose Augusto,1992-03-28,190.5,190.5,,4d3b08ab127c7585
663,Marcus Aurelio,1973-08-18,177.8,187.96,ORT,04643fd03d9159cc
664,David Avellan,,175.26,175.26,ORT,956dcac65e7b34d6
665,Blas Avena,1983-06-30,182.88,187.96,ORT,8753e125f4499816
666,Levi Avera,1982-05-17,185.42,193.04,,ba5c6eeb8ef45f5c
667,Anthony Avila,1988-12-29,170.18,172.72,,033d19259f589457
668,Chris Avila,1993-01-16,177.8,182.88,ORT,4665cbf36b08193b
669,Julia Avila,1988-05-11,170.18,172.72,ORT,86d9dbe1bfcbade7
670,Saad Awad,1983-06-07,180.34,187.96,,da603332ad41f165
671,Javy Ayala,1988-08-20,185.42,193.04,,26387c19f32dda0f
672,Jessin Ayari,1992-05-31,182.88,185.42,ORT,6eaec40f724852f4
673,Abu Azaitar,1986-03-10,175.26,193.04,ORT,46d0a888d87d91ac
674,Ottman Azaitar,1990-02-20,172.72,180.34,SWI,ee18ff42063174df
675,Luiz Azeredo,1976-06-10,175.26,175.26,ORT,063649e21bc9d6d5
676,Luciano Azevedo,1981-06-25,190.5,190.5,ORT,9bcfb40dbcd50568
677,Hunter Azure,1992-03-02,172.72,175.26,ORT,2af2f2e26c4c0402
678,Chelsea Hackett,1998-10-10,172.72,172.72,,184b7a36d50dcc5e
679,Keith Hackney,1958-04-15,180.34,180.34,,bf12aca029bfcc47
680,Steve Hadsel,,172.72,172.72,,99793cf88c5adeee
681,Damir Hadzovic,1986-08-08,175.26,177.8,ORT,38c626ca912c7bac
682,Tim Hague,1983-05-09,193.04,193.04,ORT,219a254e15d60135
683,Yazan Hajeh,1992-09-04,175.26,185.42,ORT,4955c524c2a71469
684,Stoney Hale,1979-10-18,182.88,182.88,,206a7d47eb62170e
685,Kevin Haley,1982-08-24,187.96,185.42,,439d4bbefd4e6940
686,Mark Hall,1961-03-03,182.88,182.88,ORT,18524b46c570730b
687,Uriah Hall,1984-07-31,182.88,200.66,ORT,65578a75fa7900e3
688,Ryan Hall,1985-02-22,177.8,177.8,SOU,8866c6f509c19089
689,Dennis Hallman,1975-12-02,175.26,182.88,ORT,8a8a84b743ae7699
690,Piotr Hallmann,1987-08-25,175.26,180.34,ORT,a3be148af5c7b088
691,Tony Halme,1963-01-06,190.5,190.5,ORT,bad28b7b34f334de
692,Brandon Halsey,1986-09-16,182.88,182.88,,e763679f15326ae1
693,John Halverson,1972-09-08,175.26,175.26,SOU,88c8f47241d90040
694,Seo Hee Ham,1987-03-08,157.48,157.48,SOU,165c244bcca3ed26
695,Frank Hamaker,,187.96,187.96,,c3c23c99477c041b
696,Kazuhiro Hamanaka,1978-10-24,182.88,182.88,SOU,1b4d6971bb18b82c
697,Matt Hamill,1976-10-05,185.42,193.04,ORT,98b80a717b9bda17
